user,timeout,seconds,threads,stream,bandwidth,throughput,droprate-belatrix,droprate-dobby,droprate-draco,droprate-harry,latency-belatrix,latency-dobby,latency-draco,latency-harry,droprate-total,latency-total
c14jmt, 1000, 60, 50, [4], 171212.63620913724, 0.2902775000833083, 6.999732834624632, 6.827202963747022, 6.981460023174971, 7.234915055653193, 147.11979316288424, 146.79295654643568, 148.19277483649952, 147.62835491000948, 7.010827719299955, 147.4334698639572
c14jmt, 1000, 60, 100, [4], 258418.35357624828, 0.43812790523316836, 6.857559730074776, 7.284273440418379, 6.902294596595114, 7.314410480349346, 218.79792441746622, 221.7189766317486, 222.67879149274498, 213.90007852375342, 7.089634561859404, 219.27394276642832
c14jmt, 1000, 60, 150, [4], 192630.15843926495, 0.32658921718896644, 7.0511323838431, 6.943356825894022, 7.364847218594933, 6.820319849482597, 492.56945491082644, 559.5079943899018, 541.20890893713, 483.0749621403332, 7.044914069453664, 519.0903300945479
c14jmt, 1000, 60, 200, [4], 225630.22690167592, 0.38253822649074287, 7.442709389576151, 6.91418408181414, 6.1964403427818056, 7.180209171359614, 571.6115249780894, 636.6665870551708, 630.6615132349497, 567.2342361863489, 6.933385746382927, 601.5434653636397
c14jmt, 1000, 60, 250, [4], 254853.16502073378, 0.43208340966243114, 6.906423331544105, 7.016856134849078, 6.710756662127991, 6.814095649047106, 644.9753988083797, 713.7384064080944, 696.1094662218516, 638.1543507621069, 6.86203294439207, 673.2444055501081
c14jmt, 1000, 60, 300, [4], 268028.3045570337, 0.45442081800169826, 6.9325573433755565, 7.141539029341207, 6.691244239631336, 7.2587532023911185, 744.6889828949788, 806.4465421303656, 806.7376531015409, 740.7366482504605, 7.006023453684804, 774.6524565943364
c14jmt, 1000, 60, 350, [4], 319278.4559276591, 0.5413114012445392, 7.021337946943483, 10.071832492740333, 7.286056253740275, 6.834636547929337, 735.0251201736703, 775.2051325628823, 755.4821687913507, 730.0648119365869, 7.803465810338357, 748.9443083661226
c14jmt, 1000, 60, 400, [4], 414077.1778018138, 0.702035145741465, 6.981239340534394, 7.102656461053579, 6.585393642474649, 7.820102052925122, 654.5188852218555, 646.4812795347146, 657.2660080497621, 679.8565911431514, 7.122347874246936, 659.5306909873709
c14jmt, 1000, 60, 450, [4], 410318.71315815765, 0.6956629658307523, 7.233273056057866, 6.510090069547372, 7.268198799954716, 11.804901036757776, 742.391081871345, 751.1880487804879, 736.0323525821024, 751.5944429601924, 8.204115740579432, 745.3014815485319
c14jmt, 1000, 60, 500, [4], 414814.57813280076, 0.7032853497531479, 7.25651732310123, 6.790335508988893, 7.20009028326374, 9.503562399448402, 826.2355804331954, 840.5007371007371, 825.6284810896267, 836.6827936507937, 7.687626378700566, 832.2618980685882
c14jmt, 1000, 60, 50, [4], 97908.3229192702, 0.1659958274320309, 7.555555555555555, 7.464212678936605, 6.715634837355719, 7.724523033969288, 290.8192307692308, 348.19723756906075, 330.9527559055118, 276.4422592032274, 7.364981526454291, 311.6028708617577
c14jmt, 1000, 60, 100, [4], 155345.39638108565, 0.2633758483566041, 7.233681831025714, 7.460732984293193, 7.078795643818066, 7.208543458914268, 376.6497106305209, 447.25919377652053, 437.7145811789038, 398.8366368286445, 7.24543847951281, 415.1150306036474
c14jmt, 1000, 60, 150, [4], 198701.65442095266, 0.33688295901989856, 7.221846084405326, 7.133822413356944, 6.176620724859623, 7.435197817189632, 473.87764534176597, 540.809861073277, 534.3182807399347, 461.60820437239005, 6.991871759952881, 502.65349788184193
c14jmt, 1000, 60, 200, [4], 267630.54778088763, 0.45374645280776577, 6.725297465080186, 7.094778970347463, 6.66908300108735, 7.045494777836785, 478.4649657977445, 507.2157822596436, 506.32873786407765, 491.194629594363, 6.883663553587946, 495.80102887895725
c14jmt, 1000, 60, 250, [4], 420315.6843156843, 0.7126120407370407, 7.1630643883670935, 6.794464609800363, 6.542902422458682, 6.918882072256305, 381.6618722574354, 384.93038821954485, 378.7232315891473, 377.58208226534845, 6.854828373220611, 380.724393582869
c14jmt, 1000, 60, 300, [4], 413761.7905675459, 0.7015004315991651, 6.9698692438885725, 7.326172979084228, 7.012368092590491, 6.683465322774178, 472.06783182595944, 467.3808710503843, 470.83685173886516, 504.15738716728816, 6.997968909584368, 478.61073544562424
c14jmt, 1000, 60, 350, [4], 419814.43196005, 0.7117622069635179, 6.476949345475242, 6.711333181921416, 6.813786827437152, 6.848072562358276, 570.3488315481986, 567.4755934266585, 560.4581298828125, 558.3859542356378, 6.712535479298022, 564.1671272733269
c14jmt, 1000, 60, 400, [4], 321309.38389572344, 0.5447546791851865, 13.985742060920286, 14.665977516474996, 14.758531873792661, 24.714448886350656, 728.6983122362869, 722.6594488188977, 719.2597069043662, 744.9283140527214, 17.03117508438465, 728.8864455030681
c14jmt, 1000, 60, 450, [4], 235634.91059238787, 0.3995003773878104, 35.63440563302499, 36.47141848976712, 34.37941758552446, 35.73811509591326, 855.1542256542257, 888.7336147522773, 883.9877208099957, 858.4073112697382, 35.55583920105746, 871.5707181215593
c14jmt, 1000, 60, 500, [4], 174091.07856191747, 0.2951576717154905, 72.29559281792551, 46.93301049233253, 45.85437151209142, 49.471974004874085, 1038.787359400107, 917.6697084917618, 904.9045398773006, 919.8314576634513, 53.638737206805885, 945.2982663581552
c14jmt, 1000, 60, 50, [4], 144463.08422894278, 0.24492574772973424, 7.263092269326683, 7.200247218788627, 6.5712426805465185, 7.857952398942198, 182.64235294117648, 181.3876123876124, 179.04213091922006, 207.64944649446494, 7.223133641901007, 187.6803856856185
c14jmt, 1000, 60, 100, [4], 288641.3755185685, 0.4893686515275209, 6.904525933267261, 7.174666006927263, 7.153453106972145, 7.044334975369458, 190.89655784244144, 187.76457000710732, 187.58565595597372, 187.8544426779721, 7.069245005634032, 188.52530662087364
c14jmt, 1000, 60, 150, [4], 302729.6171658947, 0.5132541523673074, 7.2744302216671874, 6.782636450686243, 6.610786019294639, 7.047293092719354, 303.43333333333334, 316.33932545796955, 303.8159187129551, 294.29121338912137, 6.928786446091856, 304.46994772334483
c14jmt, 1000, 60, 200, [4], 320505.3473263368, 0.5433914986950968, 6.464616303374142, 6.65068903535051, 7.133343199644812, 7.0180633698549, 407.8657621707901, 407.64553915275997, 399.03362549800795, 400.19156050955417, 6.8166779770560915, 403.68412183277803
c14jmt, 1000, 60, 250, [4], 406605.53880997194, 0.6893675720383909, 7.070588235294117, 7.116322266078477, 6.706600892647405, 6.9203747072599535, 398.16343840992533, 391.6854143232096, 392.27445549540477, 389.28531890803873, 6.953471525319988, 392.8521567841446
c14jmt, 1000, 60, 300, [4], 419910.0809271656, 0.7119243722316582, 6.820756854747337, 7.459154929577465, 7.051209265357103, 6.565024462396177, 471.5356274319066, 464.5229514184829, 471.5577815783044, 475.5204578665368, 6.9740363780195205, 470.7842045738077
c14jmt, 1000, 60, 350, [4], 215163.26462655255, 0.3647923187706037, 33.8946723821188, 35.472, 34.40210656753408, 34.6432424102327, 661.9935155164428, 671.0054549962807, 654.9272727272727, 647.1089365715633, 34.60300533997139, 658.75879495289
c14jmt, 1000, 60, 400, [4], 52292.73490044616, 0.08865820126079332, 80.11586619323491, 84.34453948677142, 79.20238538948938, 79.02894491129786, 1077.8157894736842, 1205.7191867852605, 1088.0618279569892, 1072.9910952804987, 80.67293399519839, 1111.146974874108
c14jmt, 1000, 60, 450, [4], 38777.15998002331, 0.06574361161977693, 86.93242760100107, 88.06945481702763, 84.34012400354295, 86.03692417996056, 1209.7715458276334, 1322.173708920188, 1143.3201357466064, 1191.6842105263158, 86.34473265038305, 1216.737400255186
c14jmt, 1000, 60, 500, [4], 41061.58865437113, 0.06961667998313248, 84.97803311929705, 87.29849424269264, 86.27749576988155, 86.67895442359249, 1233.2744656917885, 1417.694560669456, 1321.7472256473488, 1285.319496855346, 86.30824438886593, 1314.5089372159848
c14jmt, 1000, 60, 50, [4], 84386.32273545291, 0.14307034426448043, 7.709011943539632, 6.6275659824046915, 5.977653631284916, 7.16743119266055, 371.1805882352941, 414.5672110552764, 360.5531788472965, 363.53798641136507, 6.870415687472447, 377.459741137308
c14jmt, 1000, 60, 100, [4], 309851.4087675158, 0.5253285874557764, 7.37972909855208, 6.84847556304581, 6.851624770079706, 6.9328051196099345, 169.81173306438058, 170.84309210526317, 170.60770116833964, 168.76309757694827, 7.003158637821882, 170.00640597873291
c14jmt, 1000, 60, 150, [4], 414498.51809917076, 0.7027494949326761, 6.641689373297003, 7.012368092590491, 6.992532247114731, 6.38092944859138, 205.04086099963516, 201.96949359365468, 193.75815085158152, 216.06597222222223, 6.7568797903984015, 204.2086194167734
c14jmt, 1000, 60, 200, [4], 392756.4920463064, 0.6658876072291164, 7.188065099457505, 6.345032582599748, 6.813786827437152, 12.496417311550587, 285.9309547004384, 296.4385986328125, 291.5118408203125, 339.99115623976417, 8.210825455261247, 303.4681375983319
c14jmt, 1000, 60, 250, [4], 419639.14882280456, 0.711465028250469, 7.014368141192443, 6.8926296633303, 7.28364295423652, 7.0613490001129815, 382.77223506509307, 385.6763987295382, 374.35809407452655, 374.0841235108194, 7.06299743971806, 379.2227128449943
c14jmt, 1000, 60, 300, [4], 324076.5349452965, 0.549446165204021, 8.478998173754238, 8.617312965139053, 8.673469387755102, 24.399582318134357, 543.2058152793614, 543.1607372481783, 544.9995702621401, 656.9099907918969, 12.542340711195688, 572.0690283953941
c14jmt, 1000, 60, 350, [4], 322190.7298881193, 0.5462489316950808, 8.301453710788065, 8.009677830128613, 7.514740935892611, 34.954233409610985, 639.269364483382, 638.8413621262458, 622.6317145957678, 897.8528290823805, 14.695026471605068, 699.648817571944
c14jmt, 1000, 60, 400, [4], 303011.53673275735, 0.5137321247232349, 13.388324873096447, 32.99319727891156, 13.579776422764228, 21.278639045136508, 707.1969230769231, 770.7632671896631, 708.0752609143025, 733.421052631579, 20.309984404977186, 729.8641259531169
c14jmt, 1000, 60, 450, [4], 250050.6742134177, 0.42394116586204983, 27.617643115699153, 44.52784867137067, 30.811105062602067, 27.920685959271168, 848.818670124097, 925.5244925575101, 855.3780487804878, 831.4739776951673, 32.71932070223576, 865.2987972893156
c14jmt, 1000, 60, 500, [4], 22778.848554451488, 0.038619738353223146, 93.1280923584387, 89.40325497287522, 93.50816064551623, 91.41859610437339, 889.0746666666666, 856.80204778157, 868.0451977401129, 867.1798715203427, 91.86452602030087, 870.2754459271731
c14jmt, 1000, 60, 50, [4], 111895.22619345163, 0.18970951706517813, 7.586763518966909, 7.021369385085041, 6.3811563169164875, 7.412223667100131, 224.3650655021834, 253.6125703564728, 228.4117108874657, 221.3188202247191, 7.100378222017142, 231.92704174271023
c14jmt, 1000, 60, 100, [4], 277578.9526300881, 0.47061318737468827, 6.521739130434782, 7.04621331927605, 6.689361702127659, 7.049208241103353, 202.79912104010253, 205.71304347826086, 199.93451295147756, 197.15607254075837, 6.826630598235462, 201.40068750264984
c14jmt, 1000, 60, 150, [4], 311906.03601952584, 0.5288120456602746, 7.648298705209275, 7.028704422032583, 6.737967914438503, 7.24309642372114, 286.56863384414737, 302.98664886515354, 289.0555373525557, 280.6185130958191, 7.164516866350375, 289.8073332894189
c14jmt, 1000, 60, 200, [4], 267232.7836081959, 0.45307207507357433, 7.684512751224455, 11.336423329470838, 7.482409473142269, 6.944919603147451, 463.2446030003659, 517.0825528207362, 473.31292895566685, 474.97095588235294, 8.362066289246254, 482.15276016478043
c14jmt, 1000, 60, 250, [4], 419815.9564370285, 0.7117647915938119, 7.056681083541999, 6.755525176577808, 6.856300997280145, 6.8802165576359124, 384.5818025961303, 386.9251069028711, 377.11059739627694, 374.45893895348837, 6.887180953758966, 380.7691114621917
c14jmt, 1000, 60, 300, [4], 420217.0046957738, 0.7124447372364872, 6.9537552550846495, 6.7104964860575835, 6.500912408759124, 7.236916150815982, 472.395652704848, 472.3240583232078, 476.891314954867, 465.62060179568067, 6.850520075179335, 471.8079069446509
c14jmt, 1000, 60, 350, [4], 411988.4127459793, 0.6984938095872317, 6.775067750677506, 10.058535419902043, 6.778692272519433, 6.9019784172661875, 563.1977955426356, 574.8554920972241, 564.0338442673207, 553.0205264428882, 7.628568465091293, 563.7769145875171
c14jmt, 1000, 60, 400, [4], 416482.12829007604, 0.7061125493199261, 6.669701798315502, 8.185712631700822, 6.902014030323603, 7.247685707834725, 655.8128048780488, 662.2370744010088, 650.5013368983957, 647.6175754625121, 7.2512785420436625, 654.0421979099914
c14jmt, 1000, 60, 450, [4], 382894.03499425645, 0.6491665903629836, 16.33490167692122, 8.554230813751591, 7.102465505541733, 16.851494696239154, 768.0315789473684, 757.0155696202531, 736.1137083028975, 756.5137721078573, 12.210773173113424, 754.4186572445941
c14jmt, 1000, 60, 500, [4], 398473.5659727422, 0.6755804544622501, 7.1022727272727275, 6.993725042783799, 6.7704191752811544, 20.00722282412423, 834.0670336391437, 837.8486261040235, 833.6115511149019, 842.2012039127163, 10.21840994236548, 836.9321036926964
c14jmt, 1000, 60, 50, [4], 175931.2005047067, 0.2982774531126348, 6.182657773217034, 6.98853027473993, 6.184137548530227, 6.782559133656313, 146.5548263604047, 147.91396616002294, 146.19302394324563, 146.37389177621523, 6.534471182535876, 146.75892705997214
c14jmt, 1000, 60, 100, [4], 337065.2449183605, 0.5714674969454625, 7.523645743766122, 7.482896237172178, 6.962466862006418, 6.786703601108034, 147.61723229505657, 147.8333076567555, 147.38212357528494, 148.0439821693908, 7.188928111013188, 147.71916142412195
c14jmt, 1000, 60, 150, [4], 354551.0877169604, 0.6011133621503371, 7.772088748851254, 7.922996333158721, 7.284420527628297, 8.070811262893782, 238.79387900355871, 236.72308348741288, 233.4980181200453, 247.18968915845338, 7.762579218133014, 239.05116744236756
c14jmt, 1000, 60, 200, [4], 316312.05957319203, 0.5362821105502523, 8.869179600886918, 6.735306735306736, 6.417112299465241, 8.080652608896413, 421.36339937434826, 385.6951855259123, 392.672277992278, 410.5920964501005, 7.525562811138828, 402.58073983565976
c14jmt, 1000, 60, 250, [4], 322996.15288533596, 0.547614462764038, 7.027263449482432, 7.132626754511601, 7.307968413496052, 9.649923896499239, 514.4878469499765, 501.944632942628, 493.36431226765797, 506.39521563342316, 7.7794456284973315, 504.0480019484214
c14jmt, 1000, 60, 300, [4], 333803.5036301872, 0.5659374722462754, 8.04894629503739, 8.358128212063836, 7.645764576457646, 10.829774252593044, 572.3773473310661, 567.6858028335301, 581.4340381179273, 634.4774204584331, 8.72065333403798, 588.9936521852392
c14jmt, 1000, 60, 350, [4], 318801.13891802786, 0.5405021479594385, 7.415083477259643, 7.477592829705506, 6.635125778906071, 69.84461922117782, 573.4656137296356, 644.0689177968447, 570.8677542948956, 696.4440203562341, 22.84310532676226, 621.2115765444025
c14jmt, 1000, 60, 400, [4], 280017.8482235024, 0.47474814219750705, 6.732292373840236, 36.7012650016218, 7.106252135292109, 64.66681425725038, 651.7090864976343, 812.111965155009, 654.8801029790365, 1072.2449874686718, 28.801655942001133, 797.7365355250879
c14jmt, 1000, 60, 450, [4], 338668.6197483188, 0.5741858923141798, 25.129430505774593, 24.9269717624148, 7.039690663027407, 13.093817140128907, 778.1125886524823, 850.2101167315175, 741.063616344507, 748.8454882571075, 17.547477517836427, 779.5579524964035
c14jmt, 1000, 60, 500, [4], 373210.8259262957, 0.6327494742945281, 9.587628865979383, 9.982768523836876, 9.516184376072287, 26.79230363732209, 833.091220068415, 835.2997702909648, 832.0915181392998, 918.396399639964, 13.969721350802658, 854.7197270346609
c14jmt, 1000, 60, 50, [4], 106975.90722783163, 0.1813692003510058, 7.372549019607844, 8.022071307300509, 7.850707850707852, 10.47872340425532, 249.46697713801862, 271.1975080756807, 248.4217877094972, 306.82768865121807, 8.43101289546788, 268.97849039360364
c14jmt, 1000, 60, 100, [4], 217140.00099965013, 0.3681437191427445, 7.045215562565721, 7.021276595744681, 7.419150285351934, 9.264565425023878, 262.04276018099546, 266.3821510297483, 260.2714611872146, 285.33, 7.6875519671715535, 268.5065930994896
c14jmt, 1000, 60, 150, [4], 327018.9421074552, 0.5544347841177287, 6.57258064516129, 6.815432181744859, 6.419148646810825, 13.291139240506327, 256.4210904905769, 254.4115695326024, 252.8261880540619, 289.18998957247135, 8.274575178555825, 263.21220941242814
c14jmt, 1000, 60, 200, [4], 413165.4477301125, 0.7004893794252395, 7.209995414947272, 6.492000927428704, 6.5722248026010215, 7.154340836012862, 289.806917850525, 299.6941482767171, 299.05393984588613, 291.27334570191715, 6.8571404952474655, 294.9570879187613
c14jmt, 1000, 60, 250, [4], 367481.73930421175, 0.6230362604848425, 8.573615718295484, 8.451062746595394, 9.252713961120929, 9.235628553379659, 429.79974881384317, 429.19227026275547, 411.77813325914593, 411.0599944320713, 8.878255244847866, 420.457536691954
c14jmt, 1000, 60, 300, [4], 336390.0359664314, 0.570322733504285, 7.283072546230442, 6.8510638297872335, 6.483861753784632, 7.101086048454469, 608.2104940165696, 607.994213491701, 614.5853695784973, 594.7547961630695, 6.929771044564195, 606.3862183124593
c14jmt, 1000, 60, 350, [4], 412758.6103573985, 0.6997996187971302, 7.774215708724524, 7.709906199954244, 8.14730878186969, 7.793545433737697, 565.8114214773433, 565.7711948438275, 550.3857636318776, 558.5696909519672, 7.856244031071539, 560.134517726254
c14jmt, 1000, 60, 400, [4], 386167.3964802451, 0.6547163161896516, 8.282730143308234, 8.412466520574629, 8.423090887087014, 8.209861549672091, 680.3196504237288, 681.513359032301, 677.2680058147218, 680.2802328658375, 8.332037275160491, 679.8453120341472
c14jmt, 1000, 60, 450, [4], 336982.07061878836, 0.5713264814907301, 16.627196809173626, 17.672845691382765, 17.755255255255257, 17.724233631891007, 791.1998804006578, 787.7918758557736, 775.1096911608093, 787.1102422569763, 17.444882846925662, 785.3029224185543
c14jmt, 1000, 60, 500, [4], 338545.3213940948, 0.5739768496943067, 18.951858622790983, 18.73152709359606, 18.975239029173817, 19.460313601555853, 855.1282706766917, 863.8289134717381, 858.3320726172466, 846.7274373679445, 19.029734586779178, 856.0041735334053
c14jmt, 1000, 60, 50, [4], 167105.06847945615, 0.2833134434669599, 7.713574785734034, 7.6480263157894735, 7.365023474178403, 7.013969732246799, 149.07729179149192, 147.68714752151973, 147.30693696547354, 148.83818466353677, 7.435148576987178, 148.22739023550548
c14jmt, 1000, 60, 100, [4], 344762.53311341035, 0.5845176410478555, 6.59010117582718, 6.5852654685142, 6.984478935698448, 7.1951562940016895, 148.20667447306792, 148.7156704361874, 147.64958283671038, 148.79214079805797, 6.83875046851038, 148.34101713600592
c14jmt, 1000, 60, 150, [4], 420010.5955851729, 0.7120947868943497, 7.2702487788254, 7.1113623516110795, 6.518518518518518, 6.825630014690925, 199.81232390052676, 199.7682570593963, 199.78251859075948, 194.8913280776228, 6.931439915911481, 198.56360690707635
c14jmt, 1000, 60, 200, [4], 420271.07349903375, 0.7125364066213544, 6.744634949472012, 7.1089511754068715, 7.040343541643123, 6.655270655270655, 291.4835017654937, 286.65713590461127, 286.78665207877464, 293.39897448419, 6.887300080448165, 289.5815660582674
c14jmt, 1000, 60, 250, [4], 384268.5761865113, 0.6514970163752429, 7.8222548659566655, 7.647711853953373, 7.343941248470013, 7.822540781018289, 414.898406374502, 418.8684386269534, 408.9730515191546, 411.0040219868615, 7.659112187349585, 413.43597962686783
c14jmt, 1000, 60, 300, [4], 419492.6819521454, 0.711216705241132, 6.884306987399771, 6.967537608867776, 7.2542372881355925, 6.468452110758058, 477.0263255012917, 469.2973860182371, 467.05250974658867, 474.4305993690852, 6.893633498790299, 471.9517051588007
c14jmt, 1000, 60, 350, [4], 355681.9816220535, 0.6030307034336573, 11.206784083496412, 10.74964639321075, 9.584295612009237, 9.270497094899936, 642.5733176608875, 634.9052009796859, 630.0570455512984, 635.2073431051658, 10.202805795904084, 635.6857268242594
c14jmt, 1000, 60, 400, [4], 295026.6509080619, 0.5001943815579933, 19.63646378408152, 18.719889883000686, 20.82760516909541, 22.541666666666664, 772.4924605894448, 774.9839119390347, 766.0767494356659, 770.5085171239017, 20.43140637571107, 771.0154097720117
c14jmt, 1000, 60, 450, [4], 270029.26536931295, 0.4578132889969092, 30.727575673424052, 27.004219409282697, 25.581395348837212, 29.045984900480438, 867.6009220284626, 849.1103859779973, 822.2378571428571, 842.7407622364094, 28.0897938330061, 845.4224818464317
c14jmt, 1000, 60, 500, [4], 216028.3617116892, 0.36625902254179077, 51.86449938532988, 38.43269106427002, 47.19445555111289, 39.27173061863743, 940.8022133938706, 905.1703423650494, 924.5449268046441, 913.2228669675478, 44.190844154837556, 920.935087382778
c14jmt, 1000, 60, 50, [4], 154933.2267093163, 0.2626770472366609, 6.629345904537419, 7.468506298740252, 6.4454976303317535, 7.273309836590837, 173.41495739981067, 170.23857374392222, 172.2434988179669, 168.9827228749136, 6.954164917550066, 171.21993820915336
c14jmt, 1000, 60, 100, [4], 285873.0634682659, 0.48467519712366036, 8.4006734006734, 8.382642998027613, 7.882809970864358, 8.368540786480338, 182.44826318691418, 175.7935055615357, 176.24723247232473, 173.2450789147012, 8.258666789011427, 176.93352003386894
c14jmt, 1000, 60, 150, [4], 290625.7120964787, 0.4927329374465581, 7.029021976178494, 6.985832926233512, 7.46606334841629, 7.719523962688967, 333.89949476723206, 322.4602591036415, 305.252532308767, 301.76228651097944, 7.300110553379316, 315.843643172655
c14jmt, 1000, 60, 200, [4], 300709.17449530284, 0.509828651420259, 7.7219457376786, 7.853403141361256, 7.399842890809112, 9.005105987931302, 434.3027139874739, 413.6793114973262, 425.1630471666101, 405.9802754633566, 7.995074439445068, 419.78133702869167
c14jmt, 1000, 60, 250, [4], 327496.87796593236, 0.5552450866121629, 6.58851461641193, 7.115135834411385, 7.170738759577852, 6.944444444444445, 527.7783955520255, 506.3288455586506, 499.93910605824635, 501.5788246268657, 6.954708413711403, 508.90629294894705
c14jmt, 1000, 60, 300, [4], 418751.04445813014, 0.7099593174542408, 6.425842306356373, 6.348486566148963, 7.160633484162895, 6.92822315455267, 485.53848057411534, 474.525481176613, 468.8891190447179, 471.64814814814815, 6.7157963778052245, 475.1503072358986
c14jmt, 1000, 60, 350, [4], 419636.50888755743, 0.7114605524487939, 7.146908678389109, 7.406571073726996, 6.71785028790787, 6.3630121309224075, 564.976298106292, 560.7378368491648, 556.6768336964416, 567.032999266683, 6.908585542736596, 562.3559919796453
c14jmt, 1000, 60, 400, [4], 319748.58512550767, 0.5421084681625497, 19.391979301423028, 18.790637191157348, 19.320539419087137, 18.67594023699124, 711.7581447600706, 718.1945556445156, 715.2897782063645, 710.6792841305037, 19.04477403716469, 713.9804406853636
c14jmt, 1000, 60, 450, [4], 246483.1604708076, 0.4178927281202657, 33.604747446867236, 35.84328980272298, 32.843810046664835, 32.07236842105263, 870.8426522552484, 874.4497618016458, 851.6078070713264, 852.2342615012107, 33.59105392932692, 862.2836206573578
c14jmt, 1000, 60, 500, [4], 180633.70225513855, 0.30625017336550997, 48.07455118541866, 54.99018783291281, 50.44575504046084, 51.515569027280236, 934.3185537081024, 953.6325132357521, 925.5217270965957, 938.7266268826371, 51.25651577151813, 938.0498552307718
c14jmt, 1000, 60, 50, [4], 152256.335916021, 0.2581385903524119, 7.048192771084337, 6.3931013975617015, 6.952224052718287, 7.3409461663947795, 173.9750486066105, 175.83926302414233, 176.38703966005664, 171.39014084507042, 6.933616096939776, 174.39787303396997
c14jmt, 1000, 60, 100, [4], 281331.71162465226, 0.4769756938080719, 7.514450867052023, 7.224146462147452, 7.105835144624645, 7.051282051282051, 192.58952205882352, 187.8096, 192.12419006479482, 202.18732525629076, 7.223928631276543, 193.67765934497726
c14jmt, 1000, 60, 150, [4], 405208.5769980507, 0.6869991336365605, 7.047175305765871, 6.849151326798948, 6.779661016949152, 6.943954881917519, 207.92418546365914, 216.4955729500834, 202.89793103448275, 202.7973484848485, 6.904985632857873, 207.52875948326846
c14jmt, 1000, 60, 200, [4], 418250.75800486456, 0.7091111212918846, 6.968562024741801, 7.004522787892845, 6.879024059640799, 6.604630049931911, 289.4354031962913, 297.2981668537224, 288.31319747695295, 292.03025516403403, 6.864184730551839, 291.76925567275015
c14jmt, 1000, 60, 250, [4], 413926.0640777992, 0.701778944359333, 7.009770506703022, 6.589728793998846, 7.242779783393502, 6.458135109419601, 384.201466096518, 394.34803558191254, 372.1808562393578, 402.3818181818182, 6.825103548378743, 388.27804402490165
c14jmt, 1000, 60, 300, [4], 415763.4365634365, 0.7048940642690642, 6.258549931600547, 7.136290507929212, 6.926406926406926, 6.0967063770147165, 477.9547610361182, 477.406261601287, 474.0115055079559, 492.35833333333335, 6.60448843573785, 480.43271536967364
c14jmt, 1000, 60, 350, [4], 415461.3655661555, 0.7043819267546853, 7.309346005883683, 6.987452515252676, 6.808174325392345, 6.797706797706797, 562.198974609375, 575.344306930693, 556.4031984492367, 578.7852121516445, 6.975669911058875, 568.1829230352373
c14jmt, 1000, 60, 400, [4], 357579.18393847067, 0.6062472600953347, 10.488899975056123, 11.721198445530902, 12.636056549480795, 11.346960167714885, 712.3778737634109, 712.750781028117, 706.7075755405986, 750.3845699083654, 11.548278784445674, 720.555200060123
c14jmt, 1000, 60, 450, [4], 242167.6903870162, 0.41057618948536545, 35.25979438732981, 44.43318372665412, 30.02691790040377, 29.69713213615653, 865.4381974248927, 893.3223032829599, 833.7234083477592, 825.5026686999619, 34.85425703763606, 854.4966444388933
c14jmt, 1000, 60, 500, [4], 188215.74111066718, 0.3191049213166422, 43.010608298643746, 52.33815475354585, 39.08690428514217, 63.298879021691654, 898.6451460885957, 935.5883912787272, 887.2721893491124, 970.7996826656089, 49.43363658975586, 923.076352345511
